roll_no,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste,op
A2016\student4226,1693096,207,96,114,37,9375,2414,8340,212,0.001846322,1203,3,0.324561404,2.598503741,1
A2016\student4237,24,,,,,10,,,,0,,,,,0
A2016\student4253,256,,,,,2,21,,,0.375,21,34,,4.571428571,0
A2016\student4273,2538344,564,450,190,1008,10701,2241,9498,222,0.000898617,929,3,5.305263158,2.45532831,0
A2016\student4280,5929104,1120,620,451,736,29421,9882,25095,1162,0.002336947,4647,134,1.631929047,2.981708629,1
A2016\student4290,3620072,669,393,462,555,25165,8498,22333,1216,0.013626801,4891,321,1.201298701,10.08587201,1
A2016\student4296,9479824,2967,2108,1616,2860,53793,21364,44790,6063,0.004178981,10602,333,1.76980198,3.736653462,0
A2016\student4322,2467320,379,214,419,398,13464,3712,12030,982,0.002658755,2197,58,0.949880668,2.98588985,1
A2016\student4331,36960,,,,,1,,,8,0,,,,,0
A2016\student4343,4040472,913,640,628,1199,20416,9895,17618,1028,0.005647608,6621,283,1.909235669,3.446458239,1
A2016\student4370,799456,145,106,39,375,3893,1205,3274,197,0.001457241,478,3,9.615384615,2.437238494,0
A2016\student4377,11021680,3002,2173,1437,2775,54035,22633,45286,4521,0.004019079,11513,120,1.931106472,3.847563624,0
A2016\student4389,6531400,1825,1432,1090,1489,33426,13411,27587,2368,0.003252748,6316,195,1.366055046,3.363679544,0
A2016\student4412,1804792,435,335,388,483,8896,9652,7217,1094,0.021551514,7573,232,1.244845361,5.136141556,1
A2016\student4414,3087848,1070,854,442,1030,14489,6160,12070,399,0.002676621,2953,68,2.330316742,2.798848629,0
A2016\student4415,9467216,1510,1093,994,2530,43449,32958,35856,3725,0.007518683,23774,184,2.54527163,2.994069151,1
A2016\student4416,4967592,982,773,688,1286,27546,7828,23554,730,0.001900116,3266,106,1.869186047,2.890079608,1
A2016\student4419,1119416,165,115,121,370,7900,5204,6791,681,0.036949624,3705,157,3.05785124,11.16383266,0
A2016\student4420,3927456,898,568,305,904,21980,7087,19008,1434,0.008340259,3329,346,2.963934426,9.839591469,1
A2016\student4425,6041008,717,533,898,1991,29149,12420,24021,1734,0.003180264,5885,163,2.21714922,3.264570943,0
A2016\student4430,4726096,1172,788,786,723,23936,12917,20453,842,0.005249999,8235,119,0.919847328,3.012993321,0
A2016\student4438,6151816,1584,1220,291,567,35065,19622,27591,2546,0.020071634,10576,164,1.948453608,11.67520802,1
A2016\student4456,3389192,1051,760,764,3326,9388,29107,6738,1688,0.076758413,26397,6340,4.353403141,9.855248703,0
A2016\student4469,7606248,1424,901,922,1315,30137,13640,25726,3230,0.002848053,7410,251,1.426247289,2.923481781,0
A2016\student4471,13343320,3640,2924,1053,1820,68284,26623,58219,4010,0.004836053,13198,190,1.728395062,4.889301409,1
A2016\student4473,5594464,818,551,628,882,32232,8115,28388,1786,0.004200224,3625,120,1.404458599,6.482206897,1
A2016\student4495,4263592,606,399,607,876,24574,16597,20792,6089,0.011138495,11244,78,1.443163097,4.223585912,1
A2016\student4519,5605000,1503,1157,327,457,37875,8910,32450,1867,0.002022658,2628,170,1.397553517,4.313926941,0
A2016\student4526,6239048,1146,735,942,995,27627,13222,23451,2195,0.004382239,7355,205,1.05626327,3.717335146,0
A2016\student4554,2015128,364,171,236,721,10776,2797,9134,368,0.00158253,781,104,3.055084746,4.083226633,1
A2016\student4575,4008664,988,723,698,1070,22599,9691,19271,2546,0.01432123,5817,159,1.532951289,9.869176551,1
A2016\student4587,2034152,435,323,162,649,12011,3070,10733,279,0.002484082,1411,85,4.00617284,3.581148122,0
A2016\student4602,6155856,1537,1041,387,819,37504,14879,31075,2402,0.004068321,6215,160,2.11627907,4.029605792,0
A2016\student4614,13486008,3747,2860,1024,1796,62640,34357,54010,3373,0.007400782,23844,168,1.75390625,4.185832914,0
A2016\student4628,12963432,2350,1663,1239,1577,76924,20108,65271,3384,0.002785296,7414,346,1.272800646,4.870110602,0
A2016\student4639,480,,,,,127,,,,0,,,,,0
A2016\student4640,1144112,162,90,34,95,7594,1301,6667,171,0.001473632,117,162,2.794117647,14.41025641,0
A2016\student4644,1677800,305,127,189,338,9897,3705,8782,1534,0.013870545,2432,90,1.788359788,9.569078947,1
A2016\student4647,11634616,3631,2775,1109,1996,54173,14962,48011,1841,0.002551954,7542,120,1.799819657,3.936754177,1
A2016\student4659,0,,,,,1,,,26,,,,,,0
A2016\student4661,3082456,924,567,294,250,16528,8039,13762,1671,0.00411263,4739,83,0.850340136,2.675036928,1
A2016\student4665,1594520,260,177,152,389,10095,5227,8346,444,0.004631488,2804,45,2.559210526,2.633737518,1
A2016\student4682,5717208,1102,593,759,1030,27748,12123,23828,1644,0.005787265,7600,150,1.357048748,4.353552632,1
A2016\student4736,0,,,,,1,,1,,,,,,,0
A2016\student4766,6440560,1279,1081,691,1687,28899,12919,24199,1970,0.0042959,7140,217,2.441389291,3.875070028,0
A2016\student4770,3060216,709,472,529,378,16754,6221,13752,864,0.00206456,1889,65,0.714555766,3.344626787,1
A2016\student4771,80,,,,,109,,,,0,,,,,0
A2016\student4780,6674336,1331,794,986,1740,38608,14816,33222,2805,0.006312988,7730,136,1.764705882,5.45084088,0
A2016\student4804,8208,,,,,110,,,,0,,,,,0
A2016\student4814,36960,,,,,1,,,8,0,,,,,0
A2016\student4824,6934680,1630,981,858,2182,39738,8916,34620,1277,0.001538788,2081,136,2.543123543,5.127823162,1
A2016\student4825,3650456,1082,832,579,463,17895,10474,14457,2061,0.009716046,6583,139,0.799654577,5.387817105,0
A2016\student4841,2829352,259,202,174,46,13693,3464,11814,749,0.002918336,1009,251,0.264367816,8.183349851,0
A2016\student4850,4752,2,,,,14,110,,12,0.211279461,110,37,,9.127272727,0
A2016\student4852,6540312,1509,1141,662,1198,25898,12101,22242,1996,0.00299894,7849,71,1.809667674,2.498917059,1
A2016\student4860,1823480,452,295,155,428,8672,2665,7585,289,0.003478514,1517,85,2.761290323,4.18127884,1
A2016\student4863,11130768,5662,4726,1551,3479,52769,24961,42647,2157,0.002486082,11798,162,2.243068988,2.345482285,1
A2016\student4867,5157352,939,542,801,856,30930,24455,26741,3235,0.020912088,19279,169,1.06866417,5.594221692,0
A2016\student4878,209280,38,27,9,,717,400,489,158,0.004654052,240,28,,4.058333333,0
A2016\student4888,144776,84,71,5,,569,818,421,243,0.019036304,683,142,,4.035139092,0
A2016\student4896,1568584,108,58,144,347,5942,2678,5088,111,0.003887583,2153,4,2.409722222,2.832326986,0
A2016\student4903,112,,,,,8,,,,0,,,,,0
A2016\student4934,3523000,706,377,431,1203,21705,8915,18692,2407,0.010000568,5332,120,2.791183295,6.607651913,1
A2016\student4949,10590664,2494,1817,1481,1707,52019,20249,45171,2522,0.003122845,10847,146,1.152599595,3.049045819,1
A2016\student4959,4236112,960,659,637,964,22427,8549,19471,566,0.004088183,4108,251,1.513343799,4.215676728,1
A2016\student4966,36960,,,,,1,36,,,0.012472944,36,42,,12.80555556,0
A2016\student4973,3315968,911,614,550,697,18776,11874,15454,1231,0.00791805,7535,162,1.267272727,3.484538819,1
A2016\student4982,2019796,1095,979,249,417,7928,3986,6820,372,0.004959412,2522,217,1.674698795,3.97184774,0
A2016\student4995,8052512,2008,1491,1284,8574,34087,41389,28394,27946,0.065551098,35401,269,6.677570093,14.91062399,0
A2016\student4998,1062016,191,150,197,243,5834,2700,4430,416,0.00417602,696,113,1.233502538,6.372126437,0
A2016\student5015,953784,75,47,16,1,4788,1070,4203,122,0.001265486,491,3,0.0625,2.458248473,0
A2016\student5071,936,2,,,,5,2433,,,9.185897436,2430,4,,3.538271605,0
A2016\student5078,528,,,,,140,,,,0,,,,,0
A2016\student5122,6260728,1716,1245,1157,1544,28899,15135,24677,1364,0.00481222,9827,142,1.334485739,3.065839015,0
A2016\student5129,6262712,1001,707,551,787,29964,15691,24028,2811,0.003954836,8496,131,1.42831216,2.915254237,1
A2016\student5140,15089944,3981,3088,1857,1990,82840,42542,70369,8003,0.007000556,27814,177,1.071620894,3.798015388,0
A2016\student5154,197784,,,,,171,99,,,0.000905028,94,2,,1.904255319,0
A2016\student5162,46864,1326,1275,510,578,70,2279,,,0.123207579,2278,3,1.133333333,2.534679543,0
A2016\student5170,6366216,1154,668,1143,1357,32921,11929,27888,1741,0.004815734,6068,162,1.187226597,5.052406065,1
A2016\student5172,5785600,1510,1068,367,1495,26681,10162,21971,2244,0.002207723,4048,322,4.073569482,3.155385375,0
A2016\student5185,9902496,3408,2724,1043,1276,53184,26551,42152,4219,0.005318255,10935,939,1.223394056,4.816095107,1
A2016\student5222,7023136,1138,764,163,471,41355,13037,34322,2676,0.003132504,4121,120,2.889570552,5.33851007,0
A2016\student5226,4959016,1117,823,344,363,33143,9285,28435,660,0.001304493,2291,84,1.055232558,2.823657791,1
A2016\student5236,6098432,1461,889,709,1018,37618,9524,33056,1522,0.002399633,3287,322,1.435825106,4.452083967,1
A2016\student5244,36960,,,,,1,4,,,0,,,,,0
A2016\student5261,5446680,1446,1073,548,701,31674,8664,27438,1150,0.003373982,3355,120,1.27919708,5.477496274,1
A2016\student5263,7693336,2729,2193,900,1358,32054,41383,27962,1591,0.020557532,36125,342,1.508888889,4.378020761,1
A2016\student5268,3009072,974,721,176,385,16806,5302,14029,734,0.003939421,2031,322,2.1875,5.836533727,1
A2016\student5284,3723376,1112,855,391,1432,19553,9739,16232,1063,0.006553998,5472,130,3.662404092,4.459612573,1
A2016\student5297,0,,,,,19,,,,,,,,,0
A2016\student5298,2413064,625,373,152,336,10575,4472,8881,947,0.006529044,2446,251,2.210526316,6.441128373,1
A2016\student5304,6985360,2974,2291,882,1211,32182,13279,26207,1294,0.003396675,6959,166,1.373015873,3.409541601,0
A2016\student5345,27200,,,,,217,24,45,16,0,,,,,0
A2016\student5355,1006792,108,68,101,203,6242,1410,5612,118,0.001277324,604,3,2.00990099,2.129139073,1
A2016\student5358,320040,65,43,6,15,2085,1448,1792,503,0.066510436,1226,130,2.5,17.36215334,0
A2016\student5366,1240,,,,,1,,,1,0,,,,,0
A2016\student5370,200120,46,43,21,131,394,370,263,16,0.004182491,308,59,6.238095238,2.717532468,0
A2016\student5378,4727968,1352,876,739,1787,25839,18006,21443,1438,0.008384575,12596,159,2.418132612,3.147189584,1
A2016\student5380,3304944,445,172,457,796,17683,7055,14656,701,0.002448756,2727,67,1.741794311,2.967730106,1
A2016\student5381,1742400,437,290,87,81,11447,3060,9927,1075,0.005004591,1044,154,0.931034483,8.352490421,1
A2016\student5397,7978216,1608,1267,1015,1405,33796,23246,26521,2087,0.004423295,13539,138,1.384236453,2.606544058,0
A2016\student5399,4016000,689,500,1000,1803,17447,10049,13912,968,0.003947709,5271,346,1.803,3.00777841,0
A2016\student5403,19896456,6024,4662,925,1423,110104,43485,91703,10224,0.002346297,18792,760,1.538378378,2.484195402,0
A2016\student5412,5659120,1138,908,964,899,28581,11186,22878,1399,0.002840194,5584,69,0.932572614,2.878402579,0
A2016\student5413,3645984,619,449,426,1081,20552,9513,17227,595,0.004096014,5630,154,2.537558685,2.652575488,0
A2016\student5420,5589000,529,346,827,524,30068,7938,26519,579,0.002072464,3598,122,0.633615478,3.219288494,0
A2016\student5435,2306192,306,223,381,1060,10233,4862,8892,556,0.003262955,3236,3,2.782152231,2.325401731,0
A2016\student5468,5642360,799,566,436,758,29621,7814,26070,1102,0.002796525,3794,120,1.73853211,4.158935161,1
A2016\student5470,8108200,3216,2661,724,1282,35962,14579,30533,1610,0.003515823,8673,346,1.770718232,3.286867289,0
A2016\student5475,12120,,,6,,23,131,6,10,0.069141914,127,31,,6.598425197,0
A2016\student5488,1073352,136,86,34,0,6838,1883,5771,286,0.005283448,787,103,0,7.205844981,0
A2016\student5496,6129944,1447,943,512,1056,28247,8623,24260,1358,0.002822864,4417,93,2.0625,3.917591125,1
A2016\student5512,2997456,323,161,499,1191,18440,6321,15585,646,0.007640146,2786,142,2.386773547,8.220028715,1
A2016\student5529,13712,,,,,149,27,134,,0,,,,,0
A2016\student5533,4715912,823,583,362,774,23869,7731,20600,322,0.002795642,3754,160,2.138121547,3.511987214,1
A2016\student5536,2584040,564,431,397,712,14844,4917,12643,529,0.002003839,1824,40,1.793450882,2.838815789,1
A2016\student5542,3045451,599,430,287,385,11946,5777,9903,465,0.002438391,3078,21,1.341463415,2.412605588,0
A2016\student5562,12591240,2531,1981,2130,4168,58437,24598,47772,4586,0.00275787,9292,140,1.956807512,3.737085665,1
A2016\student5571,65768,,,,,1,,,500,0,,,,,0
A2016\student5573,4092888,892,583,637,918,21655,8665,18284,1041,0.003957352,4143,121,1.441130298,3.90948588,1
A2016\student5581,6020504,1072,744,779,1875,33655,18229,28614,2606,0.004249146,11158,63,2.406931964,2.292704786,1
A2016\student5592,949088,107,76,95,29,3300,550,2677,23,6.64E-05,36,2,0.305263158,1.75,0
A2016\student5603,4397664,1497,1188,897,1423,18376,10123,15544,632,0.006161226,6292,131,1.586399108,4.30626192,0
A2016\student5607,28800,,,,,1,,,6,0,,,,,0
A2016\student5611,,,,,,1,108,,,,108,3,,1.981481481,1
A2016\student5612,1993776,455,293,257,576,10679,3046,9075,431,0.001140549,911,3,2.241245136,2.496158068,1
A2016\student5621,48,,,,,10,,,,0,,,,,0
A2016\student5624,6299592,1646,1114,948,1246,33734,20794,29144,2847,0.009603479,14918,230,1.314345992,4.055369352,1
A2016\student5636,11485288,2674,1987,1421,1238,55720,20732,47012,3646,0.004831485,9155,322,0.871217452,6.06127799,1
A2016\student5637,0,,,,,11,,,,,,,,,0
A2016\student5649,4885936,1552,962,200,163,25889,4706,23233,964,0.001921433,1645,99,0.815,5.706990881,1
A2016\student5659,4977864,1199,883,380,428,25777,9566,22473,673,0.004172673,5504,346,1.126315789,3.773800872,1
A2016\student5660,4965528,1798,1527,491,1582,22249,18143,16819,5675,0.016044014,11894,181,3.221995927,6.698083067,1
A2016\student5667,337392,41,32,7,29,1809,1162,1462,333,0.0065621,725,48,4.142857143,3.053793103,0
A2016\student5673,342728,43,27,45,305,2135,518,1863,108,0.011580612,182,698,6.777777778,21.80769231,1
A2016\student5695,2428400,674,518,34,32,13703,3334,11951,439,0.002068028,1204,143,0.941176471,4.171096346,0
A2016\student5713,3066088,556,427,684,1922,11711,7539,9710,653,0.005210548,5265,134,2.80994152,3.034377968,0
A2016\student5741,6441112,1508,1203,410,776,34315,11367,28848,1661,0.001787735,4563,82,1.892682927,2.523559062,1
A2016\student5744,6209016,1801,1480,731,1577,36634,16149,30202,2013,0.003875332,7159,498,2.157318741,3.36108395,0
A2016\student5770,40,,,,,2,,,,0,,,,,0
A2016\student5771,,,,,,1,,,21,,,,,,0
A2016\student5774,427480,123,101,40,0,2241,1593,1564,85,0.005272761,826,27,0,2.728813559,0
A2016\student5789,1469464,423,301,45,149,7633,1783,6565,416,0.001853057,670,64,3.311111111,4.064179104,1
A2016\student5804,3518968,408,278,351,477,16995,15907,14468,1502,0.025430183,13160,376,1.358974359,6.8,0
A2016\student5805,6897832,1967,1577,360,591,35437,9328,29583,1718,0.001542659,3603,162,1.641666667,2.95337219,1
A2016\student5829,5536360,844,557,442,616,24528,9637,21348,1124,0.002764271,5133,75,1.393665158,2.981492305,1
A2016\student5830,4908088,967,490,846,1318,24848,10244,21475,940,0.005000522,6691,120,1.557919622,3.668061575,1
A2016\student5834,47608,22,16,7,,202,150,157,62,0.003192741,93,2,,1.634408602,0
A2016\student5842,1800,,,1,,10,,,,0,,,,,0
A2016\student5860,6644520,2228,1657,624,2110,32833,21933,27565,4153,0.009565778,15864,149,3.381410256,4.006555724,1
A2016\student5863,0,,,,,1,1560,,,,1560,333,,107.8282051,0
A2016\student5867,5845384,1455,1119,1036,1870,32701,12524,27185,1437,0.004542045,5016,222,1.805019305,5.293062201,0
A2016\student5881,32024,,,,,93,23,79,2,0,,,,,0
A2016\student5882,8664,,,,,226,,,,0,,,,,0
A2016\student5897,84288,1134,1115,232,368,320,3239,220,12,0.093916097,3218,3,1.586206897,2.459912989,0
A2016\student5899,6430936,1581,990,1129,1482,35958,18469,29841,2529,0.003914205,10186,72,1.312666076,2.471235028,1
A2016\student5904,111184,10,4,28,106,404,623,320,7,0.011071737,558,3,3.785714286,2.20609319,0
A2016\student5915,2638376,357,284,247,606,8780,4112,6989,617,0.005453734,2858,178,2.453441296,5.034639608,1
A2016\student5939,6001568,980,663,794,786,29583,9774,25160,1991,0.004519152,3980,162,0.989924433,6.814572864,1
A2016\student5952,6768,,,,,15,,,,0,,,,,0
A2016\student5957,9893656,3670,2902,990,1212,39601,9267,35080,954,0.001079884,3819,143,1.224242424,2.797590992,1
A2016\student5961,7647968,1459,1102,711,1603,40398,18158,35193,2134,0.006401177,12185,127,2.254571027,4.017726713,1
A2016\student6001,1743624,240,161,126,346,11364,2114,9728,202,0.00046455,214,35,2.746031746,3.785046729,1
A2016\student6007,23984,10,8,4,,44,167,28,58,0.044112742,150,76,,7.053333333,0
A2016\student6008,2195584,310,240,320,893,10411,3615,9062,156,0.002412114,1977,3,2.790625,2.678806272,0
A2016\student6010,13999080,4467,3420,1097,981,79112,23665,67454,3285,0.001508528,7574,128,0.894257065,2.788222868,1
A2016\student6018,77592,18,10,13,78,441,306,369,3,0.00596711,225,3,6,2.057777778,1
A2016\student6029,5490256,1046,598,542,884,28251,11732,23360,1623,0.004503979,5549,151,1.63099631,4.456298432,1
A2016\student6040,3976,,,1,,3,151,,69,0.07193159,151,2,,1.894039735,0
A2016\student6042,,,,,,,,,,,,,,,0
A2016\student6049,7760,,,,,5,268,2,,0.089690722,268,3,,2.597014925,0
A2016\student6053,1201752,211,134,105,362,7593,1540,6787,356,0.005455368,619,128,3.447619048,10.59127625,1
A2016\student6054,2726640,273,160,224,229,15734,4108,13936,607,0.004295397,2071,121,1.022321429,5.655239015,1
A2016\student6080,307248,26,17,17,5,1679,247,1482,15,7.81E-05,17,2,0.294117647,1.411764706,0
A2016\student6109,3294048,819,677,557,1171,18419,6803,15832,784,0.002843614,3429,56,2.102333932,2.731700204,0
A2016\student6121,,,,,,1,,,18,,,,,,0
A2016\student6122,2568376,431,270,282,69,16140,4174,13649,586,0.001587384,1055,45,0.244680851,3.864454976,1
A2016\student6151,9754848,1912,1406,1053,693,46782,17913,39510,3677,0.003104303,8347,135,0.658119658,3.62789026,0
A2016\student6227,4030400,964,604,495,803,20146,8089,17714,564,0.003371874,5475,64,1.622222222,2.482191781,0
A2016\student6248,5491496,1771,1492,626,976,27774,9902,23466,1255,0.001961032,4258,37,1.559105431,2.529121653,0
A2016\student6255,4979376,1120,759,468,986,27058,12823,23524,1857,0.011352025,8616,183,2.106837607,6.560584958,1
A2016\student6259,9450936,3473,2696,786,653,55022,19915,46323,2178,0.003313217,9285,322,0.830788804,3.372428648,0
A2016\student6267,8688,,,,,146,,,,0,,,,,0
A2016\student6281,483120,99,88,124,443,1451,3789,1070,618,0.025389137,3344,76,3.572580645,3.668062201,0
A2016\student6303,3955280,706,524,442,903,23998,11528,20575,2072,0.011630024,7045,199,2.042986425,6.529453513,1
A2016\student6321,34560,1089,1067,495,473,70,2892,1,,0.210300926,2891,3,0.955555556,2.514008993,0
A2016\student6332,2510696,109,42,287,51,15831,3262,13677,391,0.000560402,354,27,0.177700348,3.974576271,1
A2016\student6353,27480,693,671,88,66,34,2133,2,,0.195851528,2132,3,0.75,2.524390244,0
A2016\student6357,1797608,204,128,524,2273,9484,2726,8613,817,0.017893223,1839,127,4.33778626,17.49048396,0
A2016\student6363,96,,,,,134,,,,0,,,,,0
A2016\student6364,7433392,1564,1013,1032,1170,33461,15243,27765,1714,0.00455539,7754,162,1.13372093,4.367036368,1
A2016\student6369,2720752,1019,794,54,91,19485,6337,16152,1330,0.004218319,1666,151,1.685185185,6.888955582,1
A2016\student6403,8501960,1032,711,714,842,32864,14282,27208,1818,0.004529073,7956,122,1.179271709,4.839869281,0
