Student,total_time,compiled,compiled_successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste
A2016\student3425,2459232.0,823.0,559.0,146.0,100.0,13750.0,4997.0,11677.0,1300.0,0.006981448,2715.0,139.0,0.684931507,6.323756906
A2016\student3442,5859184.0,1801.0,1498.0,802.0,1312.0,32778.0,12779.0,27265.0,1496.0,0.002359544,4821.0,120.0,1.635910224,2.867662311
A2016\student3483,4107016.0,874.0,561.0,578.0,908.0,22459.0,8565.0,18265.0,940.0,0.002596045,3655.0,68.0,1.570934256,2.917099863
A2016\student3485,37440.0,,,,,1.0,,,8.0,0.0,,,,
A2016\student3500,1103944.0,153.0,88.0,100.0,304.0,6088.0,2377.0,5394.0,78.0,0.003609785,1497.0,3.0,3.04,2.661990648
A2016\student3512,961424.0,169.0,81.0,35.0,0.0,6026.0,846.0,5432.0,102.0,0.000784253,300.0,3.0,0.0,2.513333333
A2016\student3515,8696.0,,,,,66.0,,,,0.0,,,,
A2016\student3517,1655056.0,365.0,256.0,106.0,386.0,8516.0,2456.0,7436.0,73.0,0.001519586,1048.0,3.0,3.641509434,2.39980916
A2016\student3535,5512208.0,1175.0,876.0,365.0,628.0,42960.0,15238.0,36963.0,1875.0,0.014163653,6732.0,210.0,1.720547945,11.59729649
A2016\student3542,10904.0,6.0,,,,9.0,100.0,2.0,3.0,0.015682318,99.0,2.0,,1.727272727
A2016\student3546,406608.0,138.0,97.0,40.0,146.0,2236.0,1198.0,1667.0,116.0,0.00363741,563.0,3.0,3.65,2.626998224
A2016\student3551,1327552.0,484.0,386.0,112.0,158.0,8788.0,1643.0,7887.0,166.0,0.000952882,549.0,3.0,1.410714286,2.304189435
A2016\student3557,11244320.0,3183.0,2244.0,1089.0,1570.0,57954.0,25506.0,49415.0,5494.0,0.008118944,15146.0,264.0,1.441689624,6.027465998
A2016\student3560,1918016.0,485.0,269.0,109.0,65.0,12726.0,4065.0,10729.0,746.0,0.002607382,1399.0,83.0,0.596330275,3.574696212
A2016\student3567,9885992.0,1270.0,661.0,1572.0,2295.0,45868.0,25441.0,36697.0,4746.0,0.006170043,15541.0,143.0,1.459923664,3.924908307
A2016\student3572,6950984.0,1851.0,1305.0,597.0,770.0,37333.0,15567.0,32190.0,4740.0,0.012836312,9469.0,254.0,1.289782245,9.422853522
A2016\student3594,8120112.0,2502.0,1848.0,1231.0,2477.0,43378.0,16471.0,36604.0,2310.0,0.002701317,7561.0,162.0,2.012185215,2.901071287
A2016\student3610,614432.0,234.0,219.0,,,3881.0,1073.0,3139.0,215.0,0.000742149,111.0,73.0,,4.108108108
A2016\student3631,8868072.0,1119.0,570.0,1797.0,1446.0,40216.0,20135.0,34747.0,3542.0,0.005502662,12968.0,269.0,0.804674457,3.762954966
A2016\student3634,2627064.0,379.0,221.0,500.0,847.0,14889.0,4556.0,13006.0,707.0,0.007618771,2257.0,139.0,1.694,8.867966327
A2016\student3666,64.0,,,,,11.0,,,,0.0,,,,
A2016\student3671,4515552.0,1449.0,1079.0,333.0,630.0,27276.0,8981.0,22847.0,1471.0,0.004690899,3275.0,153.0,1.891891892,6.46778626
A2016\student3678,2997128.0,807.0,176.0,669.0,173.0,16772.0,3497.0,14795.0,548.0,0.002848727,1133.0,105.0,0.258594918,7.535745808
A2016\student3701,1968.0,,,,,134.0,,,,0.0,,,,
A2016\student3715,6657680.0,731.0,605.0,595.0,654.0,40296.0,13588.0,33833.0,708.0,0.003603658,5983.0,149.0,1.099159664,4.010028414
A2016\student3717,6607384.0,965.0,731.0,459.0,588.0,33508.0,9454.0,28897.0,1175.0,0.003510769,4137.0,251.0,1.281045752,5.607203287
A2016\student3719,44160.0,,,,,1.0,,,219.0,0.0,,,,
A2016\student3732,1631960.0,201.0,109.0,201.0,558.0,9293.0,4082.0,7982.0,768.0,0.008674232,2456.0,153.0,2.776119403,5.763843648
A2016\student3736,642344.0,65.0,29.0,56.0,262.0,2997.0,1824.0,2238.0,135.0,0.005506395,1096.0,49.0,4.678571429,3.227189781
A2016\student3739,48.0,,,,,56.0,,,,0.0,,,,
A2016\student3756,4344744.0,1244.0,964.0,435.0,615.0,23585.0,10073.0,19489.0,1449.0,0.005488471,4736.0,346.0,1.413793103,5.035050676
A2016\student3759,4282312.0,1120.0,849.0,455.0,547.0,22612.0,9522.0,18397.0,759.0,0.001750456,3049.0,37.0,1.202197802,2.458510987
A2016\student3776,3934152.0,1110.0,884.0,281.0,1671.0,19269.0,9866.0,16209.0,1522.0,0.010039012,6304.0,207.0,5.946619217,6.265069797
A2016\student3790,4582056.0,1239.0,901.0,891.0,1288.0,23206.0,12051.0,19043.0,1361.0,0.003598603,6356.0,162.0,1.445566779,2.594241661
A2016\student3807,665728.0,146.0,102.0,182.0,243.0,1847.0,6194.0,1354.0,269.0,0.01881399,5653.0,3.0,1.335164835,2.215637714
A2016\student3819,178800.0,56.0,37.0,,,976.0,423.0,784.0,125.0,0.008618568,225.0,48.0,,6.848888889
A2016\student3841,6869952.0,1462.0,1236.0,666.0,1240.0,40302.0,14247.0,33701.0,1930.0,0.002225197,5705.0,83.0,1.861861862,2.679579316
A2016\student3856,2035248.0,438.0,177.0,152.0,156.0,14264.0,2826.0,12711.0,601.0,0.002706304,884.0,67.0,1.026315789,6.230769231
A2016\student3867,8623232.0,1599.0,1176.0,1217.0,1671.0,48376.0,23034.0,39278.0,5200.0,0.005030712,11823.0,410.0,1.37304848,3.669204094
A2016\student3872,5749104.0,657.0,332.0,980.0,1058.0,35007.0,22969.0,27042.0,1416.0,0.008989401,9559.0,288.0,1.079591837,5.406527879
A2016\student3899,29432.0,14.0,12.0,3.0,18.0,54.0,78.0,49.0,1.0,0.004858657,75.0,2.0,6.0,1.906666667
A2016\student3900,2123424.0,131.0,61.0,106.0,245.0,20230.0,5034.0,17647.0,458.0,0.002847288,1840.0,72.0,2.311320755,3.285869565
A2016\student3925,138024.0,17.0,14.0,19.0,74.0,378.0,346.0,285.0,93.0,0.004231148,258.0,3.0,3.894736842,2.263565891
A2016\student3943,2242768.0,133.0,86.0,207.0,312.0,10793.0,4278.0,9847.0,743.0,0.008188542,3311.0,138.0,1.507246377,5.54666264
A2016\student3978,31640.0,,,15.0,105.0,106.0,197.0,95.0,174.0,0.016466498,197.0,31.0,7.0,2.644670051
A2016\student4011,36480.0,,,,,,,,,,,,,
A2016\student4016,3517464.0,650.0,416.0,315.0,537.0,20300.0,37223.0,17111.0,2655.0,0.100848793,33385.0,151.0,1.704761905,10.62549049
A2016\student4026,912752.0,197.0,145.0,97.0,257.0,5824.0,586.0,5483.0,112.0,0.001555735,142.0,143.0,2.649484536,10.0
A2016\student4036,3671632.0,568.0,382.0,394.0,582.0,28104.0,6593.0,24521.0,869.0,0.001703602,1686.0,162.0,1.47715736,3.709964413
A2016\student4043,0.0,,,,,12.0,,,,,,,,
A2016\student4059,2961496.0,498.0,327.0,217.0,556.0,15551.0,5273.0,13623.0,756.0,0.004143852,3088.0,158.0,2.562211982,3.974093264
A2016\student4082,3551592.0,633.0,390.0,253.0,645.0,19238.0,6878.0,16022.0,1508.0,0.003101989,2154.0,114.0,2.549407115,5.114670381
A2016\student4095,8378848.0,1878.0,1546.0,551.0,809.0,54328.0,17983.0,45432.0,2888.0,0.003483295,6303.0,162.0,1.468239564,4.630493416
A2016\student4100,,,,,,1.0,,,20.0,,,,,
A2016\student4105,2040360.0,466.0,254.0,82.0,273.0,13572.0,4604.0,11544.0,548.0,0.006135682,1799.0,120.0,3.329268293,6.958866037
A2016\student4108,2337624.0,271.0,151.0,359.0,650.0,11822.0,3556.0,10310.0,520.0,0.001428373,1325.0,47.0,1.810584958,2.52
A2016\student4110,646416.0,146.0,92.0,24.0,39.0,4330.0,1297.0,3663.0,95.0,0.001243781,368.0,3.0,1.625,2.184782609
A2016\student4124,2713176.0,501.0,315.0,127.0,257.0,16654.0,4434.0,14621.0,351.0,0.003505486,1836.0,102.0,2.023622047,5.180283224
A2016\student4128,1569984.0,576.0,452.0,51.0,78.0,9300.0,3862.0,7914.0,323.0,0.008032566,1969.0,82.0,1.529411765,6.404773997
A2016\student4150,6284840.0,1290.0,920.0,832.0,920.0,37378.0,15184.0,31694.0,2574.0,0.004959713,7802.0,160.0,1.105769231,3.995257626
A2016\student4155,2534008.0,660.0,350.0,403.0,498.0,15847.0,8298.0,13265.0,2886.0,0.010158216,4754.0,140.0,1.23573201,5.414598233
A2016\student4161,1203768.0,348.0,295.0,94.0,295.0,5571.0,1639.0,4533.0,65.0,0.002072659,775.0,162.0,3.138297872,3.219354839
A2016\student4163,2910912.0,684.0,558.0,294.0,846.0,15909.0,8523.0,13507.0,849.0,0.009422133,5471.0,124.0,2.87755102,5.0131603
A2016\student4167,368.0,,,,,22.0,,,,0.0,,,,
A2016\student4185,5701760.0,713.0,373.0,1029.0,976.0,33181.0,21370.0,28042.0,2084.0,0.01402374,14349.0,163.0,0.948493683,5.572513764
A2016\student4192,1657968.0,142.0,113.0,195.0,814.0,9872.0,3601.0,8697.0,87.0,0.003200906,2163.0,3.0,4.174358974,2.453536755
A2016\student4195,9024496.0,2771.0,2245.0,812.0,1998.0,40940.0,21014.0,32435.0,6197.0,0.004857889,10445.0,149.0,2.460591133,4.197223552
A2016\student4226,1693096.0,207.0,96.0,114.0,37.0,9375.0,2414.0,8340.0,212.0,0.001846322,1203.0,3.0,0.324561404,2.598503741
A2016\student4237,24.0,,,,,10.0,,,,0.0,,,,
A2016\student4253,256.0,,,,,2.0,21.0,,,0.375,21.0,34.0,,4.571428571
A2016\student4273,2538344.0,564.0,450.0,190.0,1008.0,10701.0,2241.0,9498.0,222.0,0.000898617,929.0,3.0,5.305263158,2.45532831
A2016\student4280,5929104.0,1120.0,620.0,451.0,736.0,29421.0,9882.0,25095.0,1162.0,0.002336947,4647.0,134.0,1.631929047,2.981708629
A2016\student4290,3620072.0,669.0,393.0,462.0,555.0,25165.0,8498.0,22333.0,1216.0,0.013626801,4891.0,321.0,1.201298701,10.08587201
A2016\student4296,9479824.0,2967.0,2108.0,1616.0,2860.0,53793.0,21364.0,44790.0,6063.0,0.004178981,10602.0,333.0,1.76980198,3.736653462
A2016\student4322,2467320.0,379.0,214.0,419.0,398.0,13464.0,3712.0,12030.0,982.0,0.002658755,2197.0,58.0,0.949880668,2.98588985
A2016\student4331,36960.0,,,,,1.0,,,8.0,0.0,,,,
A2016\student4343,4040472.0,913.0,640.0,628.0,1199.0,20416.0,9895.0,17618.0,1028.0,0.005647608,6621.0,283.0,1.909235669,3.446458239
A2016\student4370,799456.0,145.0,106.0,39.0,375.0,3893.0,1205.0,3274.0,197.0,0.001457241,478.0,3.0,9.615384615,2.437238494
A2016\student4377,11021680.0,3002.0,2173.0,1437.0,2775.0,54035.0,22633.0,45286.0,4521.0,0.004019079,11513.0,120.0,1.931106472,3.847563624
A2016\student4389,6531400.0,1825.0,1432.0,1090.0,1489.0,33426.0,13411.0,27587.0,2368.0,0.003252748,6316.0,195.0,1.366055046,3.363679544
A2016\student4412,1804792.0,435.0,335.0,388.0,483.0,8896.0,9652.0,7217.0,1094.0,0.021551514,7573.0,232.0,1.244845361,5.136141556
A2016\student4414,3087848.0,1070.0,854.0,442.0,1030.0,14489.0,6160.0,12070.0,399.0,0.002676621,2953.0,68.0,2.330316742,2.798848629
A2016\student4415,9467216.0,1510.0,1093.0,994.0,2530.0,43449.0,32958.0,35856.0,3725.0,0.007518683,23774.0,184.0,2.54527163,2.994069151
A2016\student4416,4967592.0,982.0,773.0,688.0,1286.0,27546.0,7828.0,23554.0,730.0,0.001900116,3266.0,106.0,1.869186047,2.890079608
A2016\student4419,1119416.0,165.0,115.0,121.0,370.0,7900.0,5204.0,6791.0,681.0,0.036949624,3705.0,157.0,3.05785124,11.16383266
A2016\student4420,3927456.0,898.0,568.0,305.0,904.0,21980.0,7087.0,19008.0,1434.0,0.008340259,3329.0,346.0,2.963934426,9.839591469
A2016\student4425,6041008.0,717.0,533.0,898.0,1991.0,29149.0,12420.0,24021.0,1734.0,0.003180264,5885.0,163.0,2.21714922,3.264570943
A2016\student4430,4726096.0,1172.0,788.0,786.0,723.0,23936.0,12917.0,20453.0,842.0,0.005249999,8235.0,119.0,0.919847328,3.012993321
A2016\student4438,6151816.0,1584.0,1220.0,291.0,567.0,35065.0,19622.0,27591.0,2546.0,0.020071634,10576.0,164.0,1.948453608,11.67520802
A2016\student4456,3389192.0,1051.0,760.0,764.0,3326.0,9388.0,29107.0,6738.0,1688.0,0.076758413,26397.0,6340.0,4.353403141,9.855248703
A2016\student4469,7606248.0,1424.0,901.0,922.0,1315.0,30137.0,13640.0,25726.0,3230.0,0.002848053,7410.0,251.0,1.426247289,2.923481781
A2016\student4471,13343320.0,3640.0,2924.0,1053.0,1820.0,68284.0,26623.0,58219.0,4010.0,0.004836053,13198.0,190.0,1.728395062,4.889301409
A2016\student4473,5594464.0,818.0,551.0,628.0,882.0,32232.0,8115.0,28388.0,1786.0,0.004200224,3625.0,120.0,1.404458599,6.482206897
A2016\student4495,4263592.0,606.0,399.0,607.0,876.0,24574.0,16597.0,20792.0,6089.0,0.011138495,11244.0,78.0,1.443163097,4.223585912
A2016\student4519,5605000.0,1503.0,1157.0,327.0,457.0,37875.0,8910.0,32450.0,1867.0,0.002022658,2628.0,170.0,1.397553517,4.313926941
A2016\student4526,6239048.0,1146.0,735.0,942.0,995.0,27627.0,13222.0,23451.0,2195.0,0.004382239,7355.0,205.0,1.05626327,3.717335146
A2016\student4554,2015128.0,364.0,171.0,236.0,721.0,10776.0,2797.0,9134.0,368.0,0.00158253,781.0,104.0,3.055084746,4.083226633
A2016\student4575,4008664.0,988.0,723.0,698.0,1070.0,22599.0,9691.0,19271.0,2546.0,0.01432123,5817.0,159.0,1.532951289,9.869176551
A2016\student4587,2034152.0,435.0,323.0,162.0,649.0,12011.0,3070.0,10733.0,279.0,0.002484082,1411.0,85.0,4.00617284,3.581148122
A2016\student4602,6155856.0,1537.0,1041.0,387.0,819.0,37504.0,14879.0,31075.0,2402.0,0.004068321,6215.0,160.0,2.11627907,4.029605792
A2016\student4614,13486008.0,3747.0,2860.0,1024.0,1796.0,62640.0,34357.0,54010.0,3373.0,0.007400782,23844.0,168.0,1.75390625,4.185832914
A2016\student4628,12963432.0,2350.0,1663.0,1239.0,1577.0,76924.0,20108.0,65271.0,3384.0,0.002785296,7414.0,346.0,1.272800646,4.870110602
A2016\student4639,480.0,,,,,127.0,,,,0.0,,,,
A2016\student4640,1144112.0,162.0,90.0,34.0,95.0,7594.0,1301.0,6667.0,171.0,0.001473632,117.0,162.0,2.794117647,14.41025641
A2016\student4644,1677800.0,305.0,127.0,189.0,338.0,9897.0,3705.0,8782.0,1534.0,0.013870545,2432.0,90.0,1.788359788,9.569078947
A2016\student4647,11634616.0,3631.0,2775.0,1109.0,1996.0,54173.0,14962.0,48011.0,1841.0,0.002551954,7542.0,120.0,1.799819657,3.936754177
A2016\student4659,0.0,,,,,1.0,,,26.0,,,,,
A2016\student4661,3082456.0,924.0,567.0,294.0,250.0,16528.0,8039.0,13762.0,1671.0,0.00411263,4739.0,83.0,0.850340136,2.675036928
A2016\student4665,1594520.0,260.0,177.0,152.0,389.0,10095.0,5227.0,8346.0,444.0,0.004631488,2804.0,45.0,2.559210526,2.633737518
A2016\student4682,5717208.0,1102.0,593.0,759.0,1030.0,27748.0,12123.0,23828.0,1644.0,0.005787265,7600.0,150.0,1.357048748,4.353552632
A2016\student4736,0.0,,,,,1.0,,1.0,,,,,,
A2016\student4766,6440560.0,1279.0,1081.0,691.0,1687.0,28899.0,12919.0,24199.0,1970.0,0.0042959,7140.0,217.0,2.441389291,3.875070028
A2016\student4770,3060216.0,709.0,472.0,529.0,378.0,16754.0,6221.0,13752.0,864.0,0.00206456,1889.0,65.0,0.714555766,3.344626787
A2016\student4771,80.0,,,,,109.0,,,,0.0,,,,
A2016\student4780,6674336.0,1331.0,794.0,986.0,1740.0,38608.0,14816.0,33222.0,2805.0,0.006312988,7730.0,136.0,1.764705882,5.45084088
A2016\student4804,8208.0,,,,,110.0,,,,0.0,,,,
A2016\student4814,36960.0,,,,,1.0,,,8.0,0.0,,,,
A2016\student4824,6934680.0,1630.0,981.0,858.0,2182.0,39738.0,8916.0,34620.0,1277.0,0.001538788,2081.0,136.0,2.543123543,5.127823162
A2016\student4825,3650456.0,1082.0,832.0,579.0,463.0,17895.0,10474.0,14457.0,2061.0,0.009716046,6583.0,139.0,0.799654577,5.387817105
A2016\student4841,2829352.0,259.0,202.0,174.0,46.0,13693.0,3464.0,11814.0,749.0,0.002918336,1009.0,251.0,0.264367816,8.183349851
A2016\student4850,4752.0,2.0,,,,14.0,110.0,,12.0,0.211279461,110.0,37.0,,9.127272727
A2016\student4852,6540312.0,1509.0,1141.0,662.0,1198.0,25898.0,12101.0,22242.0,1996.0,0.00299894,7849.0,71.0,1.809667674,2.498917059
A2016\student4860,1823480.0,452.0,295.0,155.0,428.0,8672.0,2665.0,7585.0,289.0,0.003478514,1517.0,85.0,2.761290323,4.18127884
A2016\student4863,11130768.0,5662.0,4726.0,1551.0,3479.0,52769.0,24961.0,42647.0,2157.0,0.002486082,11798.0,162.0,2.243068988,2.345482285
A2016\student4867,5157352.0,939.0,542.0,801.0,856.0,30930.0,24455.0,26741.0,3235.0,0.020912088,19279.0,169.0,1.06866417,5.594221692
A2016\student4878,209280.0,38.0,27.0,9.0,,717.0,400.0,489.0,158.0,0.004654052,240.0,28.0,,4.058333333
A2016\student4888,144776.0,84.0,71.0,5.0,,569.0,818.0,421.0,243.0,0.019036304,683.0,142.0,,4.035139092
A2016\student4896,1568584.0,108.0,58.0,144.0,347.0,5942.0,2678.0,5088.0,111.0,0.003887583,2153.0,4.0,2.409722222,2.832326986
A2016\student4903,112.0,,,,,8.0,,,,0.0,,,,
A2016\student4934,3523000.0,706.0,377.0,431.0,1203.0,21705.0,8915.0,18692.0,2407.0,0.010000568,5332.0,120.0,2.791183295,6.607651913
A2016\student4949,10590664.0,2494.0,1817.0,1481.0,1707.0,52019.0,20249.0,45171.0,2522.0,0.003122845,10847.0,146.0,1.152599595,3.049045819
A2016\student4959,4236112.0,960.0,659.0,637.0,964.0,22427.0,8549.0,19471.0,566.0,0.004088183,4108.0,251.0,1.513343799,4.215676728
A2016\student4966,36960.0,,,,,1.0,36.0,,,0.012472944,36.0,42.0,,12.80555556
A2016\student4973,3315968.0,911.0,614.0,550.0,697.0,18776.0,11874.0,15454.0,1231.0,0.00791805,7535.0,162.0,1.267272727,3.484538819
A2016\student4982,2019796.0,1095.0,979.0,249.0,417.0,7928.0,3986.0,6820.0,372.0,0.004959412,2522.0,217.0,1.674698795,3.97184774
A2016\student4995,8052512.0,2008.0,1491.0,1284.0,8574.0,34087.0,41389.0,28394.0,27946.0,0.065551098,35401.0,269.0,6.677570093,14.91062399
A2016\student4998,1062016.0,191.0,150.0,197.0,243.0,5834.0,2700.0,4430.0,416.0,0.00417602,696.0,113.0,1.233502538,6.372126437
A2016\student5015,953784.0,75.0,47.0,16.0,1.0,4788.0,1070.0,4203.0,122.0,0.001265486,491.0,3.0,0.0625,2.458248473
A2016\student5071,936.0,2.0,,,,5.0,2433.0,,,9.185897436,2430.0,4.0,,3.538271605
A2016\student5078,528.0,,,,,140.0,,,,0.0,,,,
A2016\student5122,6260728.0,1716.0,1245.0,1157.0,1544.0,28899.0,15135.0,24677.0,1364.0,0.00481222,9827.0,142.0,1.334485739,3.065839015
A2016\student5129,6262712.0,1001.0,707.0,551.0,787.0,29964.0,15691.0,24028.0,2811.0,0.003954836,8496.0,131.0,1.42831216,2.915254237
A2016\student5140,15089944.0,3981.0,3088.0,1857.0,1990.0,82840.0,42542.0,70369.0,8003.0,0.007000556,27814.0,177.0,1.071620894,3.798015388
A2016\student5154,197784.0,,,,,171.0,99.0,,,0.000905028,94.0,2.0,,1.904255319
A2016\student5162,46864.0,1326.0,1275.0,510.0,578.0,70.0,2279.0,,,0.123207579,2278.0,3.0,1.133333333,2.534679543
A2016\student5170,6366216.0,1154.0,668.0,1143.0,1357.0,32921.0,11929.0,27888.0,1741.0,0.004815734,6068.0,162.0,1.187226597,5.052406065
A2016\student5172,5785600.0,1510.0,1068.0,367.0,1495.0,26681.0,10162.0,21971.0,2244.0,0.002207723,4048.0,322.0,4.073569482,3.155385375
A2016\student5185,9902496.0,3408.0,2724.0,1043.0,1276.0,53184.0,26551.0,42152.0,4219.0,0.005318255,10935.0,939.0,1.223394056,4.816095107
A2016\student5222,7023136.0,1138.0,764.0,163.0,471.0,41355.0,13037.0,34322.0,2676.0,0.003132504,4121.0,120.0,2.889570552,5.33851007
A2016\student5226,4959016.0,1117.0,823.0,344.0,363.0,33143.0,9285.0,28435.0,660.0,0.001304493,2291.0,84.0,1.055232558,2.823657791
A2016\student5236,6098432.0,1461.0,889.0,709.0,1018.0,37618.0,9524.0,33056.0,1522.0,0.002399633,3287.0,322.0,1.435825106,4.452083967
A2016\student5244,36960.0,,,,,1.0,4.0,,,0.0,,,,
A2016\student5261,5446680.0,1446.0,1073.0,548.0,701.0,31674.0,8664.0,27438.0,1150.0,0.003373982,3355.0,120.0,1.27919708,5.477496274
A2016\student5263,7693336.0,2729.0,2193.0,900.0,1358.0,32054.0,41383.0,27962.0,1591.0,0.020557532,36125.0,342.0,1.508888889,4.378020761
A2016\student5268,3009072.0,974.0,721.0,176.0,385.0,16806.0,5302.0,14029.0,734.0,0.003939421,2031.0,322.0,2.1875,5.836533727
A2016\student5284,3723376.0,1112.0,855.0,391.0,1432.0,19553.0,9739.0,16232.0,1063.0,0.006553998,5472.0,130.0,3.662404092,4.459612573
A2016\student5297,0.0,,,,,19.0,,,,,,,,
A2016\student5298,2413064.0,625.0,373.0,152.0,336.0,10575.0,4472.0,8881.0,947.0,0.006529044,2446.0,251.0,2.210526316,6.441128373
A2016\student5304,6985360.0,2974.0,2291.0,882.0,1211.0,32182.0,13279.0,26207.0,1294.0,0.003396675,6959.0,166.0,1.373015873,3.409541601
A2016\student5345,27200.0,,,,,217.0,24.0,45.0,16.0,0.0,,,,
A2016\student5355,1006792.0,108.0,68.0,101.0,203.0,6242.0,1410.0,5612.0,118.0,0.001277324,604.0,3.0,2.00990099,2.129139073
A2016\student5358,320040.0,65.0,43.0,6.0,15.0,2085.0,1448.0,1792.0,503.0,0.066510436,1226.0,130.0,2.5,17.36215334
A2016\student5366,1240.0,,,,,1.0,,,1.0,0.0,,,,
A2016\student5370,200120.0,46.0,43.0,21.0,131.0,394.0,370.0,263.0,16.0,0.004182491,308.0,59.0,6.238095238,2.717532468
A2016\student5378,4727968.0,1352.0,876.0,739.0,1787.0,25839.0,18006.0,21443.0,1438.0,0.008384575,12596.0,159.0,2.418132612,3.147189584
A2016\student5380,3304944.0,445.0,172.0,457.0,796.0,17683.0,7055.0,14656.0,701.0,0.002448756,2727.0,67.0,1.741794311,2.967730106
A2016\student5381,1742400.0,437.0,290.0,87.0,81.0,11447.0,3060.0,9927.0,1075.0,0.005004591,1044.0,154.0,0.931034483,8.352490421
A2016\student5397,7978216.0,1608.0,1267.0,1015.0,1405.0,33796.0,23246.0,26521.0,2087.0,0.004423295,13539.0,138.0,1.384236453,2.606544058
A2016\student5399,4016000.0,689.0,500.0,1000.0,1803.0,17447.0,10049.0,13912.0,968.0,0.003947709,5271.0,346.0,1.803,3.00777841
A2016\student5403,19896456.0,6024.0,4662.0,925.0,1423.0,110104.0,43485.0,91703.0,10224.0,0.002346297,18792.0,760.0,1.538378378,2.484195402
A2016\student5412,5659120.0,1138.0,908.0,964.0,899.0,28581.0,11186.0,22878.0,1399.0,0.002840194,5584.0,69.0,0.932572614,2.878402579
A2016\student5413,3645984.0,619.0,449.0,426.0,1081.0,20552.0,9513.0,17227.0,595.0,0.004096014,5630.0,154.0,2.537558685,2.652575488
A2016\student5420,5589000.0,529.0,346.0,827.0,524.0,30068.0,7938.0,26519.0,579.0,0.002072464,3598.0,122.0,0.633615478,3.219288494
A2016\student5435,2306192.0,306.0,223.0,381.0,1060.0,10233.0,4862.0,8892.0,556.0,0.003262955,3236.0,3.0,2.782152231,2.325401731
A2016\student5468,5642360.0,799.0,566.0,436.0,758.0,29621.0,7814.0,26070.0,1102.0,0.002796525,3794.0,120.0,1.73853211,4.158935161
A2016\student5470,8108200.0,3216.0,2661.0,724.0,1282.0,35962.0,14579.0,30533.0,1610.0,0.003515823,8673.0,346.0,1.770718232,3.286867289
A2016\student5475,12120.0,,,6.0,,23.0,131.0,6.0,10.0,0.069141914,127.0,31.0,,6.598425197
A2016\student5488,1073352.0,136.0,86.0,34.0,0.0,6838.0,1883.0,5771.0,286.0,0.005283448,787.0,103.0,0.0,7.205844981
A2016\student5496,6129944.0,1447.0,943.0,512.0,1056.0,28247.0,8623.0,24260.0,1358.0,0.002822864,4417.0,93.0,2.0625,3.917591125
A2016\student5512,2997456.0,323.0,161.0,499.0,1191.0,18440.0,6321.0,15585.0,646.0,0.007640146,2786.0,142.0,2.386773547,8.220028715
A2016\student5529,13712.0,,,,,149.0,27.0,134.0,,0.0,,,,
A2016\student5533,4715912.0,823.0,583.0,362.0,774.0,23869.0,7731.0,20600.0,322.0,0.002795642,3754.0,160.0,2.138121547,3.511987214
A2016\student5536,2584040.0,564.0,431.0,397.0,712.0,14844.0,4917.0,12643.0,529.0,0.002003839,1824.0,40.0,1.793450882,2.838815789
A2016\student5542,3045451.0,599.0,430.0,287.0,385.0,11946.0,5777.0,9903.0,465.0,0.002438391,3078.0,21.0,1.341463415,2.412605588
A2016\student5562,12591240.0,2531.0,1981.0,2130.0,4168.0,58437.0,24598.0,47772.0,4586.0,0.00275787,9292.0,140.0,1.956807512,3.737085665
A2016\student5571,65768.0,,,,,1.0,,,500.0,0.0,,,,
A2016\student5573,4092888.0,892.0,583.0,637.0,918.0,21655.0,8665.0,18284.0,1041.0,0.003957352,4143.0,121.0,1.441130298,3.90948588
A2016\student5581,6020504.0,1072.0,744.0,779.0,1875.0,33655.0,18229.0,28614.0,2606.0,0.004249146,11158.0,63.0,2.406931964,2.292704786
A2016\student5592,949088.0,107.0,76.0,95.0,29.0,3300.0,550.0,2677.0,23.0,6.64e-05,36.0,2.0,0.305263158,1.75
A2016\student5603,4397664.0,1497.0,1188.0,897.0,1423.0,18376.0,10123.0,15544.0,632.0,0.006161226,6292.0,131.0,1.586399108,4.30626192
A2016\student5607,28800.0,,,,,1.0,,,6.0,0.0,,,,
A2016\student5611,,,,,,1.0,108.0,,,,108.0,3.0,,1.981481481
